,idx,lat
1249,13.59.47.47192.168.10.1744336794,20339.52
1250,13.65.198.87192.168.10.900,19263.00
1251,13.65.198.87192.168.10.944318376,20913.09
1252,13.68.82.8192.168.10.1500,20443.00
1253,13.68.82.8192.168.10.1544349592,21396.67
1254,13.78.188.147192.168.10.1400,19796.00
1255,13.78.188.147192.168.10.1444351226,21608.00
1256,13.78.188.147192.168.10.300,19313.00
1257,13.78.188.147192.168.10.344352137,21069.88
1258,13.84.218.189192.168.10.344359366,21169.57
1259,13.89.36.85192.168.10.1244360654,20461.70
1260,130.211.102.28192.168.10.1500,19720.00
1261,130.211.102.28192.168.10.1544354519,20471.92
1262,130.211.198.204192.168.10.178033128,19945.88
1263,130.211.35.197192.168.10.1744332880,20003.25
1264,130.211.36.116192.168.10.800,20021.00
1265,130.211.36.116192.168.10.844353815,20829.88
1266,130.211.4.140192.168.10.128042782,20820.50
1267,130.211.5.60192.168.10.1500,19434.17
1268,130.211.5.60192.168.10.1544355743,19854.38
1269,130.211.5.60192.168.10.1544355744,20368.67
1270,130.250.51.144192.168.10.1400,19623.00
1271,130.250.51.144192.168.10.1444350306,20315.50
1272,130.250.51.144192.168.10.900,19874.26
1273,130.250.51.144192.168.10.944317927,20149.33
1274,130.250.51.144192.168.10.944317929,20043.62
1275,130.250.51.150192.168.10.1400,20007.20
1276,130.250.51.150192.168.10.1444350316,21492.44
1277,131.202.1.93192.168.10.500,19215.25
1278,131.202.1.93192.168.10.544351977,21291.56
1279,131.202.1.93192.168.10.544351979,20113.71
1280,131.253.61.66192.168.10.1400,20150.83
1281,131.253.61.66192.168.10.1444349475,21338.58
1282,131.253.61.66192.168.10.1444350201,21593.31
1283,131.253.61.80192.168.10.1500,20271.33
1284,131.253.61.80192.168.10.1544349461,21793.75
1285,131.253.61.80192.168.10.300,20185.33
1286,131.253.61.80192.168.10.344352058,21762.80
1287,131.253.61.82192.168.10.1400,18933.00
1288,131.253.61.82192.168.10.1444349810,21628.50
1289,131.253.61.82192.168.10.1500,20000.00
1290,131.253.61.82192.168.10.1544349452,21529.91
1291,131.253.61.82192.168.10.1544350224,21339.54
1292,131.253.61.82192.168.10.300,20247.00
1293,131.253.61.82192.168.10.344365412,22052.44
1294,132.163.4.101192.168.10.19123123,19677.00
1295,133.237.16.105192.168.10.1744354326,20786.38
1296,133.237.16.180192.168.10.1744347503,20689.67
1297,133.237.16.180192.168.10.178046723,20589.40
1298,133.237.16.180192.168.10.900,19069.33
1299,133.237.16.180192.168.10.98018428,21050.00
1300,133.237.16.193192.168.10.1944357370,20918.08
1301,133.237.16.193192.168.10.900,20039.00
1302,133.237.16.193192.168.10.944318430,21471.40
1303,133.237.16.193192.168.10.944318431,20877.50
1304,133.237.16.47192.168.10.1744332970,20379.55
1305,133.237.16.47192.168.10.1944356371,19890.69
1306,133.237.16.65192.168.10.1744334839,20259.27
1307,133.237.17.2192.168.10.1244349022,20696.33
1308,133.237.17.9192.168.10.900,19692.29
1309,133.237.17.9192.168.10.944318450,21773.14
1310,133.237.17.99192.168.10.1944341036,20918.23
1311,133.237.17.99192.168.10.900,20321.29
1312,133.237.17.99192.168.10.944318476,21875.00
1313,133.237.48.211192.168.10.900,19980.29
1314,133.237.48.211192.168.10.944318435,21127.57
1315,133.237.48.212192.168.10.178060824,22724.50
1316,133.237.48.212192.168.10.198053650,20561.50
1317,133.237.48.212192.168.10.198053651,20525.83
1318,133.237.48.212192.168.10.198053723,20218.33
1319,133.237.48.212192.168.10.198053724,20215.50
1320,133.237.48.212192.168.10.900,19189.00
1321,133.237.48.212192.168.10.98018630,22185.00
1322,133.237.48.32192.168.10.1744355803,19865.40
1323,133.237.48.32192.168.10.1744355804,19822.60
1324,133.237.48.32192.168.10.1944333844,20377.08
1325,133.237.48.32192.168.10.1944333870,20329.20
1326,133.237.48.32192.168.10.1944333871,19851.40
1327,133.237.48.32192.168.10.1944333892,20189.90
1328,133.237.48.32192.168.10.900,19845.15
1329,133.237.48.32192.168.10.944318519,20862.71
1330,133.237.48.32192.168.10.944318566,20772.00
1331,133.237.48.86192.168.10.900,19935.00
1332,133.237.48.86192.168.10.98018445,21502.50
1333,133.237.49.4192.168.10.1944352862,20597.29
1334,133.237.60.7192.168.10.1644360206,20138.42
1335,133.237.61.100192.168.10.1244337706,21048.38
1336,133.237.61.53192.168.10.1944337474,20986.54
1337,134.170.165.251192.168.10.1400,19708.21
1338,134.170.165.251192.168.10.1444349815,21657.23
1339,134.170.51.247192.168.10.1400,19854.91
1340,134.170.51.247192.168.10.1444349474,20743.67
1341,134.170.51.247192.168.10.1444349478,21077.33
1342,134.170.51.247192.168.10.1444349479,21371.14
1343,134.170.51.247192.168.10.1444349503,21472.53
1344,134.170.51.247192.168.10.1444349525,20896.47
1345,134.170.58.118192.168.10.1500,20257.67
1346,134.170.58.118192.168.10.1544349748,21344.73
1347,134.170.58.118192.168.10.500,19845.80
1348,134.170.58.118192.168.10.544349809,21174.00
1349,134.213.160.220192.168.10.1500,20070.40
1350,134.213.160.220192.168.10.158050860,20018.67
1351,134.213.160.220192.168.10.158050861,21276.00
1352,134.213.160.220192.168.10.158050867,21853.00
1353,136.147.96.34192.168.10.800,20616.00
1354,136.147.96.34192.168.10.844349415,21345.86
1355,136.199.55.186192.168.10.500,20473.33
1356,136.199.55.186192.168.10.58050574,21706.95
1357,136.243.131.32192.168.10.128038182,20777.50
1358,136.243.131.32192.168.10.128038184,20202.20
1359,136.243.131.32192.168.10.1744348239,20488.00
1360,136.243.131.32192.168.10.500,19858.00
1361,136.243.131.32192.168.10.544350143,20403.90
1362,136.243.139.219192.168.10.1744352848,20943.88
1363,136.243.177.239192.168.10.800,19682.67
1364,136.243.177.239192.168.10.844353478,21507.44
1365,136.243.249.79192.168.10.1244341918,20065.00
1366,136.243.33.19192.168.10.168042758,20092.00
1367,136.243.56.162192.168.10.168048326,20057.60
1368,136.243.63.184192.168.10.128036018,21062.17
1369,136.243.73.200192.168.10.800,19872.47
1370,136.243.73.200192.168.10.844353532,20691.82
1371,136.243.73.200192.168.10.844353533,21125.00
1372,136.243.73.200192.168.10.844353579,20182.17
1373,136.243.73.200192.168.10.844353580,20539.43
1374,136.243.73.200192.168.10.844353581,21414.58
1375,136.243.73.200192.168.10.844353585,20254.75
1376,136.243.73.200192.168.10.844353587,21163.00
1377,136.243.84.74192.168.10.2544350402,20492.86
1378,136.243.87.194192.168.10.800,19870.25
1379,136.243.87.194192.168.10.844353915,21124.00
1380,137.116.74.190192.168.10.1400,20142.00
1381,137.116.74.190192.168.10.1444349640,21218.88
1382,137.135.41.83192.168.10.1400,19958.67
1383,137.135.41.83192.168.10.1444353893,21938.44
1384,137.200.4.16192.168.10.1400,20127.71
1385,137.200.4.16192.168.10.1444351490,21878.42
1386,137.200.4.16192.168.10.1444351492,21186.95
1387,137.74.109.208192.168.10.1500,19889.67
1388,137.74.109.208192.168.10.158050856,20202.22
1389,138.108.50.100192.168.10.1500,20149.00
1390,138.108.50.100192.168.10.1544351898,21031.29
1391,138.108.50.100192.168.10.5144344714,21408.33
1392,138.108.50.100192.168.10.800,19716.00
1393,138.108.50.100192.168.10.844350891,21479.00
1394,138.108.6.20192.168.10.1500,19307.75
1395,138.108.6.20192.168.10.158055494,21137.50
1396,138.108.6.20192.168.10.2500,20014.00
1397,138.108.6.20192.168.10.2544351841,20772.33
1398,138.108.6.20192.168.10.2544351852,20450.56
1399,138.108.6.20192.168.10.5144356958,20957.25
1400,138.108.6.20192.168.10.5144357000,20938.82
1401,138.108.6.20192.168.10.5144357180,20452.17
1402,138.108.6.20192.168.10.5144357259,20884.86
1403,138.108.6.20192.168.10.5144357288,20544.23
1404,138.108.7.20192.168.10.178042686,21609.33
1405,138.108.7.20192.168.10.1944353057,20129.82
1406,138.108.7.20192.168.10.2544351704,21146.12
1407,138.108.7.20192.168.10.5144351261,20602.92
1408,138.108.7.20192.168.10.5144351350,20469.17
1409,138.108.7.20192.168.10.800,20198.20
1410,138.108.7.20192.168.10.844351065,21795.60
1411,138.108.7.20192.168.10.844351066,21441.87
1412,138.108.7.209192.168.10.1744353049,20872.77
1413,138.201.138.163192.168.10.1600,20026.33
1414,138.201.138.163192.168.10.1644335318,20519.33
1415,138.201.21.28192.168.10.500,20308.00
1416,138.201.21.28192.168.10.58050876,21538.00
1417,138.201.227.192192.168.10.1744350294,21026.54
1418,138.201.227.192192.168.10.800,19796.33
1419,138.201.227.192192.168.10.844353927,20281.43
1420,138.201.227.193192.168.10.1744345715,21036.29
1421,139.104.188.6192.168.10.178043433,19567.67
1422,139.162.152.177192.168.10.5144351932,20138.50
1423,139.162.62.56192.168.10.900,20362.33
1424,139.162.62.56192.168.10.944315202,21357.33
1425,139.61.74.125192.168.10.1244350766,20633.00
1426,139.61.74.125192.168.10.128040586,21455.75
1427,139.61.74.125192.168.10.128046244,21045.50
1428,139.61.74.125192.168.10.1644355186,20480.18
1429,139.61.74.125192.168.10.1644355190,20505.00
1430,139.61.74.125192.168.10.1644355194,20666.60
1431,139.61.74.125192.168.10.1644356260,20541.75
1432,139.61.74.125192.168.10.1644356276,20769.89
1433,139.61.74.125192.168.10.1744340365,21111.50
1434,14.128.25.249192.168.10.1244356122,20297.67
1435,14.128.25.249192.168.10.1244356126,20520.56
1436,14.128.25.249192.168.10.1244356130,20191.50
1437,14.128.26.213192.168.10.1244344022,20211.90
1438,14.17.42.57192.168.10.518039742,19939.33
1439,14.215.92.19192.168.10.1600,19993.50
1440,14.215.92.19192.168.10.1644339324,21241.91
1441,140.205.32.12192.168.10.800,19914.17
1442,140.205.32.12192.168.10.844354111,21298.83
1443,140.205.32.12192.168.10.844354112,20495.10
1444,141.170.25.54192.168.10.1744338736,20467.50
1445,142.0.160.13192.168.10.1400,20148.29
1446,142.0.160.13192.168.10.1444352077,21410.00
1447,142.0.160.53192.168.10.1400,19571.25
1448,142.0.160.53192.168.10.1444352076,20974.29
1449,142.0.160.53192.168.10.1500,19918.93
1450,142.0.160.53192.168.10.158050759,21120.33
1451,142.0.198.20192.168.10.900,20098.50
1452,142.0.198.20192.168.10.944315963,21085.09
1453,144.217.148.73192.168.10.17123123,19329.61
1454,144.217.240.204192.168.10.17123123,19282.55
1455,144.217.64.39192.168.10.1700,19542.33
1456,144.217.64.39192.168.10.178038136,20989.83
1457,144.76.119.56192.168.10.1944350757,21508.28
1458,144.76.119.56192.168.10.1944350760,19976.29
1459,144.76.119.56192.168.10.800,20164.33
1460,144.76.119.56192.168.10.844351288,21520.00
1461,144.76.152.132192.168.10.1500,19942.15
1462,144.76.152.132192.168.10.1544355131,21149.33
1463,144.76.152.132192.168.10.1544355213,20018.00
1464,144.76.152.132192.168.10.1544355216,20649.75
1465,144.76.152.132192.168.10.1544355225,20787.00
1466,144.76.152.132192.168.10.1544355229,20312.50
1467,144.76.152.132192.168.10.1544355234,20388.75
1468,144.76.152.132192.168.10.1544355235,20429.50
1469,144.76.152.132192.168.10.1544355327,20463.00
1470,144.76.226.228192.168.10.800,20529.00
1471,144.76.226.228192.168.10.844353825,20847.86
1472,144.76.67.119192.168.10.1200,20811.50
1473,144.76.67.119192.168.10.1244349302,20920.13
1474,146.20.128.166192.168.10.128036312,20053.33
1475,146.20.128.166192.168.10.128036436,20137.55
1476,146.20.128.235192.168.10.128054582,20516.67
1477,146.20.129.190192.168.10.1500,20055.33
1478,146.20.129.190192.168.10.1544352069,20782.88
1479,146.20.129.61192.168.10.1500,19270.25
1480,146.20.129.61192.168.10.158052029,20060.00
1481,146.20.132.186192.168.10.1244347694,21132.21
1482,146.20.133.173192.168.10.128060784,20312.60
1483,146.20.133.69192.168.10.1500,19736.12
1484,146.20.133.69192.168.10.158052021,22697.00
1485,146.20.133.81192.168.10.128050748,20690.13
1486,146.88.138.32192.168.10.5100,19684.40
1487,146.88.138.32192.168.10.5144349898,21564.43
1488,146.88.138.85192.168.10.5100,20688.00
1489,146.88.138.85192.168.10.5144344844,21613.91
1490,148.251.117.20192.168.10.168045692,21144.25
1491,148.251.159.22192.168.10.800,19657.71
1492,148.251.159.22192.168.10.844353852,20796.50
1493,148.251.159.22192.168.10.844353895,20787.50
1494,148.251.237.106192.168.10.800,20300.33
1495,148.251.237.106192.168.10.844353597,20779.55
1496,148.251.77.207192.168.10.1600,20608.00
1497,148.251.77.207192.168.10.1644343786,20221.42
1498,149.174.28.138192.168.10.1200,20806.00
1499,149.174.28.138192.168.10.128042432,21070.00
1500,149.174.28.143192.168.10.1200,20249.33
1501,149.174.28.143192.168.10.1244348010,21046.40
1502,149.174.28.196192.168.10.1200,19556.38
1503,149.174.28.196192.168.10.128049238,21117.91
1504,149.174.66.131192.168.10.1200,19602.44
1505,149.174.66.131192.168.10.1244352080,21458.83
1506,149.174.66.131192.168.10.1600,19627.33
1507,149.174.66.131192.168.10.1644338540,20865.80
1508,149.174.66.133192.168.10.1200,19781.33
1509,149.174.66.133192.168.10.1244356056,20785.60
1510,149.174.66.133192.168.10.1700,19383.00
1511,149.174.66.133192.168.10.178034159,22325.00
1512,149.174.66.134192.168.10.1400,19906.70
1513,149.174.66.134192.168.10.1444350948,20674.33
1514,149.174.66.134192.168.10.1444350949,21271.00
1515,149.174.66.134192.168.10.1600,19948.65
1516,149.174.66.134192.168.10.1644339538,21014.88
1517,149.174.66.134192.168.10.900,19555.11
1518,149.174.66.134192.168.10.944314319,20800.60
1519,149.174.66.134192.168.10.944314320,20772.57
1520,149.202.197.119192.168.10.5144346138,20120.96
1521,149.202.197.123192.168.10.800,19846.62
1522,149.202.197.123192.168.10.844349930,21437.50
1523,149.202.197.123192.168.10.88050596,20423.00
1524,149.202.197.123192.168.10.88050597,21570.00
1525,149.202.200.33192.168.10.1400,19911.15
1526,149.202.200.33192.168.10.1444352755,21302.67
1527,149.56.21.92192.168.10.1200,20102.00
1528,149.56.21.92192.168.10.128046724,21807.67
1529,149.56.241.135192.168.10.500,19640.40
1530,149.56.241.135192.168.10.544350088,20887.22
1531,149.56.241.135192.168.10.544350092,20766.00
1532,151.1.175.124192.168.10.1944340123,21558.55
1533,151.1.175.124192.168.10.1944340128,20679.43
1534,151.1.175.124192.168.10.1944340130,20968.12
1535,151.101.0.166192.168.10.1400,19446.67
1536,151.101.0.166192.168.10.1444350966,19549.00
1537,151.101.0.166192.168.10.1444350967,19827.40
1538,151.101.0.166192.168.10.1744336261,20144.00
1539,151.101.0.166192.168.10.800,20057.00
1540,151.101.0.166192.168.10.844352495,19901.87
1541,151.101.0.175192.168.10.1400,20329.00
1542,151.101.0.175192.168.10.1444351360,20521.33
1543,151.101.0.175192.168.10.800,20417.00
1544,151.101.0.175192.168.10.844349474,21371.60
1545,151.101.0.204192.168.10.1600,20330.00
1546,151.101.0.207192.168.10.1400,19567.00
1547,151.101.0.207192.168.10.1444351388,20610.92
1548,151.101.0.207192.168.10.1444352928,21489.62
1549,151.101.0.207192.168.10.1644345406,20555.57
1550,151.101.0.207192.168.10.5144357981,20756.52
1551,151.101.0.207192.168.10.800,19614.20
1552,151.101.0.207192.168.10.844349495,20735.95
1553,151.101.0.207192.168.10.844349686,21107.88
1554,151.101.0.207192.168.10.844353388,21148.40
1555,151.101.0.222192.168.10.1400,19911.00
1556,151.101.0.222192.168.10.1444351498,21283.42
1557,151.101.0.222192.168.10.800,19962.00
1558,151.101.0.222192.168.10.844349275,20575.23
1559,151.101.0.222192.168.10.844349278,20877.00
1560,151.101.0.223192.168.10.500,19847.38
1561,151.101.0.223192.168.10.544351302,21902.19
1562,151.101.0.249192.168.10.1644334692,20227.00
1563,151.101.0.249192.168.10.800,19896.67
1564,151.101.0.249192.168.10.844350907,21433.43
1565,151.101.0.249192.168.10.844350909,20591.70
1566,151.101.0.249192.168.10.844354247,20465.45
1567,151.101.0.249192.168.10.844354256,20055.38
1568,151.101.0.249192.168.10.900,19481.25
1569,151.101.0.249192.168.10.944315596,20373.37
1570,151.101.0.249192.168.10.944315597,20283.69
1571,151.101.0.68192.168.10.1644351386,20284.74
1572,151.101.0.68192.168.10.518056792,20453.33
1573,151.101.0.84192.168.10.1400,20796.50
1574,151.101.0.84192.168.10.1444350365,20430.56
1575,151.101.0.84192.168.10.800,20021.50
1576,151.101.0.84192.168.10.844349292,21610.33
1577,151.101.0.84192.168.10.844349293,21166.50
1578,151.101.0.84192.168.10.844349295,20238.60
1579,151.101.0.84192.168.10.900,20422.00
1580,151.101.0.84192.168.10.944313921,20347.28
1581,151.101.1.108192.168.10.128032892,20676.50
1582,151.101.1.108192.168.10.128032936,21015.00
1583,151.101.1.108192.168.10.128054728,20447.15
1584,151.101.1.108192.168.10.128060708,20814.50
1585,151.101.1.108192.168.10.1400,20425.67
1586,151.101.1.108192.168.10.148051060,21880.00
1587,151.101.1.108192.168.10.148051066,20691.68
1588,151.101.1.108192.168.10.1644333328,21573.33
1589,151.101.1.108192.168.10.1644334814,20897.75
1590,151.101.1.108192.168.10.178055618,20767.34
1591,151.101.1.108192.168.10.500,18875.00
1592,151.101.1.108192.168.10.5144358950,20573.37
1593,151.101.1.108192.168.10.544349761,21702.60
1594,151.101.1.108192.168.10.800,19902.00
1595,151.101.1.108192.168.10.844351196,20888.20
1596,151.101.1.108192.168.10.844352321,20828.81
1597,151.101.1.130192.168.10.900,19760.00
1598,151.101.1.130192.168.10.944316809,21075.67
1599,151.101.1.132192.168.10.2500,21007.00
1600,151.101.1.132192.168.10.2544350648,20811.33
1601,151.101.1.177192.168.10.1400,20281.00
1602,151.101.1.177192.168.10.1444352410,20902.11
1603,151.101.1.28192.168.10.900,19945.67
1604,151.101.1.28192.168.10.944315293,20377.88
1605,151.101.1.34192.168.10.2544351121,21145.90
1606,151.101.1.34192.168.10.2544351122,21442.67
1607,151.101.1.5192.168.10.1744345684,21072.45
1608,151.101.1.63192.168.10.500,20268.00
1609,151.101.1.63192.168.10.58049285,22126.00
1610,151.101.1.69192.168.10.500,19431.56
1611,151.101.1.69192.168.10.544350566,21505.43
1612,151.101.1.69192.168.10.544351243,20952.81
1613,151.101.1.69192.168.10.544351784,21035.57
1614,151.101.1.69192.168.10.58050526,20027.77
1615,151.101.128.166192.168.10.1500,19108.00
1616,151.101.128.166192.168.10.158050742,23271.00
1617,151.101.128.166192.168.10.5144350506,20108.35
1618,151.101.128.194192.168.10.2544351196,20628.23
1619,151.101.128.230192.168.10.844350849,20576.08
1620,151.101.128.239192.168.10.500,19917.00
1621,151.101.128.239192.168.10.544349472,21641.85
1622,151.101.128.239192.168.10.544349474,20300.00
1623,151.101.128.239192.168.10.544349475,21338.82
1624,151.101.128.84192.168.10.500,19559.00
1625,151.101.128.84192.168.10.544349317,20312.17
1626,151.101.129.108192.168.10.128047610,22674.00
1627,151.101.129.167192.168.10.1500,19440.00
1628,151.101.129.167192.168.10.1544355796,20825.43
1629,151.101.129.69192.168.10.500,20655.00
1630,151.101.129.69192.168.10.544350282,20534.60
1631,151.101.130.49192.168.10.1500,19849.90
1632,151.101.130.49192.168.10.158053450,20294.00
1633,151.101.130.49192.168.10.158053451,19841.02
1634,151.101.150.109192.168.10.2544351561,21356.74
1635,151.101.193.28192.168.10.900,20029.00
1636,151.101.193.28192.168.10.944315294,21361.31
1637,151.101.193.34192.168.10.1500,19825.00
1638,151.101.193.34192.168.10.1544355468,21044.88
1639,151.101.193.34192.168.10.1544355480,20825.25
1640,151.101.193.34192.168.10.1544355568,20972.88
1641,151.101.193.69192.168.10.500,19131.00
1642,151.101.193.69192.168.10.544350280,21556.67
1643,151.101.193.69192.168.10.58050279,20293.62
1644,151.101.194.2192.168.10.1500,20051.83
1645,151.101.194.2192.168.10.1544353512,21390.95
1646,151.101.2.109192.168.10.800,20114.12
1647,151.101.2.109192.168.10.844351363,20404.14
1648,151.101.2.109192.168.10.844351364,20883.83
1649,151.101.2.109192.168.10.844351749,21682.42
1650,151.101.2.134192.168.10.1400,20078.75
1651,151.101.2.134192.168.10.1444350303,21631.52
1652,151.101.2.2192.168.10.1244334414,20352.39
1653,151.101.2.2192.168.10.1244357156,20497.29
1654,151.101.2.2192.168.10.1644341268,20592.82
1655,151.101.2.2192.168.10.1944334499,20344.86
1656,151.101.2.2192.168.10.2544351374,20932.69
1657,151.101.2.2192.168.10.500,19565.50
1658,151.101.2.2192.168.10.544350445,20845.62
1659,151.101.2.2192.168.10.544350664,20785.12
1660,151.101.2.2192.168.10.900,20604.00
1661,151.101.2.2192.168.10.98014614,20187.67
1662,151.101.2.2192.168.10.98016753,20090.64
1663,151.101.2.49192.168.10.1500,19753.00
1664,151.101.2.49192.168.10.158053467,21262.00
1665,151.101.2.49192.168.10.2500,21655.00
1666,151.101.2.49192.168.10.2544351520,20469.33
1667,151.101.20.124192.168.10.900,19744.22
1668,151.101.20.124192.168.10.944314671,20325.25
1669,151.101.20.124192.168.10.944314674,21184.67
1670,151.101.20.124192.168.10.944314677,20395.50
1671,151.101.20.124192.168.10.944314678,20709.83
1672,151.101.20.124192.168.10.944314679,21045.33
1673,151.101.20.124192.168.10.944314680,20723.17
1674,151.101.20.124192.168.10.944314721,20030.00
1675,151.101.20.133192.168.10.500,20066.25
1676,151.101.20.133192.168.10.544351617,21214.75
1677,151.101.20.133192.168.10.544351618,20296.65
1678,151.101.20.134192.168.10.800,19625.00
1679,151.101.20.134192.168.10.844351385,21391.50
1680,151.101.20.166192.168.10.1400,20206.33
1681,151.101.20.166192.168.10.1444353075,20488.72
1682,151.101.20.166192.168.10.5144341513,20272.85
1683,151.101.20.166192.168.10.800,20927.50
1684,151.101.20.166192.168.10.844352055,20418.76
1685,151.101.20.175192.168.10.1500,18740.25
1686,151.101.20.175192.168.10.1544349875,21177.36
1687,151.101.20.175192.168.10.1544349876,21178.40
1688,151.101.20.193192.168.10.500,20346.50
1689,151.101.20.193192.168.10.544351763,21687.26
1690,151.101.20.207192.168.10.1744350823,20675.28
1691,151.101.20.207192.168.10.900,20218.00
1692,151.101.20.207192.168.10.944316301,20524.14
1693,151.101.20.249192.168.10.1500,20314.00
1694,151.101.20.249192.168.10.1544350426,21254.12
1695,151.101.20.249192.168.10.1644352526,20560.15
1696,151.101.20.249192.168.10.1644352554,20425.55
1697,151.101.20.253192.168.10.900,19563.94
1698,151.101.20.253192.168.10.944317695,21160.11
1699,151.101.20.253192.168.10.944317700,20114.57
1700,151.101.20.253192.168.10.944317701,20656.86
1701,151.101.20.253192.168.10.944317703,21144.69
1702,151.101.20.253192.168.10.944317704,21304.98
1703,151.101.20.253192.168.10.944317705,20602.00
1704,151.101.20.253192.168.10.944317706,21414.64
1705,151.101.20.253192.168.10.944317712,21460.73
1706,151.101.20.253192.168.10.944317715,20856.52
1707,151.101.20.253192.168.10.944317719,20934.37
1708,151.101.20.253192.168.10.944317721,20606.20
1709,151.101.20.253192.168.10.944317741,20013.81
1710,151.101.20.253192.168.10.944317743,20370.31
1711,151.101.20.64192.168.10.1244351724,20794.14
1712,151.101.20.64192.168.10.1244351732,21554.93
1713,151.101.20.64192.168.10.1244351750,20478.76
1714,151.101.20.64192.168.10.1244351756,20631.82
1715,151.101.20.68192.168.10.5144354099,20212.05
1716,151.101.20.68192.168.10.900,20335.33
1717,151.101.20.68192.168.10.944318592,20088.56
1718,151.101.20.69192.168.10.1500,19695.80
1719,151.101.20.69192.168.10.1544355803,21397.05
1720,151.101.20.69192.168.10.1544355812,20727.00
1721,151.101.20.69192.168.10.1544355814,20756.96
1722,151.101.20.69192.168.10.1544355842,21649.90
1723,151.101.20.69192.168.10.1944335198,21490.94
1724,151.101.20.69192.168.10.1944337739,21572.04
1725,151.101.20.69192.168.10.1944337770,20562.62
1726,151.101.208.129192.168.10.1500,20579.00
1727,151.101.208.129192.168.10.158055496,20879.82
1728,151.101.208.166192.168.10.1400,20453.50
1729,151.101.208.166192.168.10.1444350017,20160.28
1730,151.101.208.166192.168.10.1944337536,19926.84
1731,151.101.208.166192.168.10.800,19963.25
1732,151.101.208.166192.168.10.88050492,20713.21
1733,151.101.208.166192.168.10.88080,20046.50
1734,151.101.208.193192.168.10.128041522,21562.45
1735,151.101.208.193192.168.10.128041530,21638.54
1736,151.101.208.203192.168.10.1400,19616.50
1737,151.101.208.203192.168.10.148053344,20686.38
1738,151.101.208.207192.168.10.1644342038,20942.71
1739,151.101.208.207192.168.10.1944357883,20426.33
1740,151.101.208.222192.168.10.5144339646,20059.58
1741,151.101.208.249192.168.10.1244339100,21370.07
1742,151.101.208.249192.168.10.1744344385,20498.88
1743,151.101.208.249192.168.10.1744344396,20299.00
1744,151.101.208.249192.168.10.944314945,20895.65
1745,151.101.208.65192.168.10.1500,19877.00
1746,151.101.208.65192.168.10.1544350349,20460.58
1747,151.101.208.68192.168.10.1744350246,20318.10
1748,151.101.208.68192.168.10.1944352593,20246.83
1749,151.101.208.68192.168.10.5144353802,20481.96
1750,151.101.208.69192.168.10.1400,19560.33
1751,151.101.208.69192.168.10.1444352992,21338.51
1752,151.101.208.69192.168.10.1444353017,21186.25
1753,151.101.208.84192.168.10.1400,19783.50
1754,151.101.208.84192.168.10.1444353257,20838.67
1755,151.101.209.108192.168.10.128047880,20980.00
1756,151.101.209.108192.168.10.1644342282,21331.67
1757,151.101.209.108192.168.10.198051712,20644.00
1758,151.101.209.52192.168.10.900,20646.00
1759,151.101.209.52192.168.10.944314716,20645.50
1760,151.101.21.108192.168.10.128045746,21823.50
1761,151.101.21.108192.168.10.128046780,20188.00
1762,151.101.21.108192.168.10.1944359351,20427.42
1763,151.101.21.63192.168.10.1944356768,20116.18
1764,151.101.210.2192.168.10.1944344129,21329.62
1765,151.101.210.2192.168.10.2544351247,21177.00
1766,151.101.210.2192.168.10.2544351618,20455.20
1767,151.101.210.2192.168.10.518036480,21468.50
1768,151.101.210.2192.168.10.900,20062.40
1769,151.101.210.2192.168.10.944318029,20942.92
1770,151.101.210.49192.168.10.2500,20145.00
1771,151.101.210.49192.168.10.2544351261,20803.00
1772,151.101.210.49192.168.10.2544351263,20512.00
1773,151.101.210.49192.168.10.2544351854,21298.00
1774,151.101.210.49192.168.10.2544351855,21606.33
1775,151.101.22.109192.168.10.2544349869,21702.57
1776,151.101.22.2192.168.10.1244343460,20501.28
1777,151.101.22.2192.168.10.1500,19163.50
1778,151.101.22.2192.168.10.158053464,20935.09
1779,151.101.22.2192.168.10.1644359784,20971.53
1780,151.101.22.2192.168.10.1944347514,20541.57
1781,151.101.22.2192.168.10.198049280,20204.47
1782,151.101.22.2192.168.10.2544351498,20734.54
1783,151.101.22.2192.168.10.2544351853,20248.67
1784,151.101.22.2192.168.10.5144333079,20324.04
1785,151.101.22.2192.168.10.800,19866.00
1786,151.101.22.2192.168.10.844353438,21494.56
1787,151.101.22.49192.168.10.2500,18901.00
1788,151.101.22.49192.168.10.2544351624,21211.33
1789,151.101.22.49192.168.10.2544351801,20839.67
1790,151.101.44.134192.168.10.500,20759.00
1791,151.101.44.134192.168.10.544349306,21113.25
1792,151.101.44.175192.168.10.1644340062,20874.58
1793,151.101.44.207192.168.10.500,19696.50
1794,151.101.44.207192.168.10.544351204,20793.55
1795,151.101.44.239192.168.10.1400,19745.00
1796,151.101.44.239192.168.10.1444351717,21001.17
1797,151.101.44.239192.168.10.1444351719,20812.17
1798,151.101.44.239192.168.10.1444351720,21041.23
1799,151.101.44.239192.168.10.1444351729,20427.43
1800,151.101.44.239192.168.10.1444351736,20227.12
1801,151.101.44.239192.168.10.500,19937.00
1802,151.101.44.239192.168.10.544349296,20462.88
1803,151.101.44.249192.168.10.1644343054,21059.75
1804,151.101.44.249192.168.10.800,19804.25
1805,151.101.44.249192.168.10.844349517,21236.93
1806,151.101.44.64192.168.10.1244336590,19927.00
1807,151.101.44.64192.168.10.1500,19994.67
1808,151.101.44.64192.168.10.1544350455,21742.86
